word,kelas,panjang,definisi,clue
SILINDER,benda,8,ruang yang berbatas bidang lengkung dan dua bulatan yang sama besar; tabung,Bangun ruang berbentuk tabung
DIOKSIDA,benda,8,oksida yang mempunyai dua atom oksigen dalam molekul,Senyawa dua atom oksigen
DEMOKRAT,benda,8,penganut (pengikut) paham demokrasi,Penganut paham kerakyatan
KRITERIA,benda,8,ukuran yang menjadi dasar penilaian atau penetapan sesuatu,Patokan dasar penilaian
EPILEPSI,benda,8,"penyakit pada pusat susunan saraf, yang timbul sewaktu-waktu berupa kekejangan, disertai p",Penyakit kejang berulang
SPEKTRUM,benda,8,rangkaian atau urutan yang bersinambung,Rangkaian warna cahaya
MANGGUNG,aksi,8,"berkicau (tentang burung balam, ketitiran, dan sebagainya)",Tampil menghibur penonton
BIOKIMIA,benda,8,senyawa kimia dan proses kimia yang terdapat dalam sel atau tubuh makhluk hidup,Ilmu kimia makhluk hidup
BUMERANG,benda,8,"perkataan (perbuatan, ulah, peraturan, dan sebagainya) yang dapat merugikan atau mencelaka",Senjata lempar kembali sendiri
SIMPANSE,benda,8,"primata berukuran besar yang berambut hitam, sedangkan pada bagian wajah, telapak tangan,",Kera besar berambut hitam
PARADOKS,benda,8,"pernyataan yang seolah-olah bertentangan (berlawanan) dengan pendapat umum atau kebenaran,",Pernyataan yang seakan bertentangan
BIROKRAT,benda,8,pegawai yang bertindak secara birokratis,Pegawai administrasi pemerintahan
BELENGGU,benda,8,borgol,Rantai pengikat tahanan
INSOMNIA,benda,8,keadaan tidak dapat tidur karena gangguan jiwa,Gangguan sulit tidur malam
SUPERIOR,benda,8,orang atasan; pemimpin,Berkedudukan lebih tinggi
NOMINASI,benda,8,pengusulan atau pengangkatan sebagai calon; pencalonan,Pencalonan untuk penghargaan
RENTENIR,benda,8,orang yang mencari nafkah dengan membungakan uang; tukang riba; pelepas uang; lintah darat,Pemberi pinjaman berbunga tinggi
DUPLIKAT,benda,8,salinan atau tembusan (surat dan sebagainya) yang serupa benar dengan aslinya,Salinan persis benda asli
SPIONASE,benda,8,penyelidikan secara rahasia terhadap data kemiliteran dan data ekonomi negara lain; segala,Kegiatan mata-mata rahasia
SARKASME,benda,8,(penggunaan) kata-kata pedas untuk menyakiti hati orang lain; cemoohan atau ejekan kasar,Sindiran pedas menyakitkan
ANTIBODI,benda,8,"zat yang dibentuk dalam darah untuk memusnahkan bakteri, virus atau untuk melawan toksin y",Pelawan kuman dalam darah
DOMINASI,benda,8,hal tergantungnya suatu konstituen sintaktis pada simpai di atasnya,Penguasaan atas pihak lain
MUTILASI,benda,8,proses atau tindakan memotong-motong (biasanya) tubuh manusia atau hewan,Pemotongan tubuh korban
MEKANIKA,benda,8,ilmu tentang mesin-mesin,Cabang fisika gaya gerak
MOMENTUM,benda,8,kesempatan,Saat tepat bertindak
LOGISTIK,benda,8,penanganan seluk-beluk operasi militer,Urusan perbekalan dan pasokan
OBJEKTIF,benda,8,kanta (lensa) pada peralatan optis yang terletak paling dekat dengan benda yang diamati,Sikap tidak memihak
REMBULAN,benda,8,bulan,Penerang langit malam
SILSILAH,benda,8,asal-usul suatu keluarga berupa bagan; susur galur (keturunan),Bagan asal usul keluarga
ADAPTASI,benda,8,"penyesuaian diri terhadap kondisi lingkungan yang baru (sekolah, pekerjaan, dan sebagainya",Penyesuaian dengan lingkungan baru
PARAGRAF,benda,8,bagian bab dalam suatu karangan (biasanya mengandung satu ide pokok dan penulisannya dimul,Bagian karangan satu ide
WARALABA,benda,8,hak kelola; hak pemasaran,Hak usaha berlisensi
SUSPENSI,benda,8,sistem penggantungan roda mobil,Peredam guncangan kendaraan
GEOMETRI,benda,8,ilmu ukur,Ilmu bangun dan ruang
ELEKTRON,benda,8,satuan muatan listrik negatif,Partikel bermuatan negatif
PARANOIA,benda,8,"penyakit jiwa yang membuat penderita berpikir aneh-aneh yang bersifat khayalan, seperti me",Rasa curiga berlebihan
MINIATUR,benda,8,lukisan dan sebagainya yang bagus dalam bentuk kecil,Tiruan bentuk kecil
PLATINUM,benda,8,"logam mulia berwarna abu-abu; platina; unsur dengan nomor atom 78, lambang Pt, dan bobot a",Logam mulia abu-abu
DIAMETER,benda,8,garis lurus melalui titik tengah lingkaran dari satu sisi ke sisi lain; garis tengah,Garis tengah lingkaran
VARIETAS,benda,8,ragam bahasa,Jenis dalam satu spesies
PELIHARA,aksi,8,jaga; rawat,Menjaga dan merawat
PRASASTI,benda,8,"piagam (yang tertulis pada batu, tembaga, dan sebagainya)",Tulisan kuno pada batu
KOMPRESI,benda,8,pemberian tekanan yang tinggi; pengempaan; pemampatan,Pemampatan dengan tekanan
GANGGANG,aksi,8,taruh di atas api,Tumbuhan air berlendir
IDEOLOGI,benda,8,cara berpikir seseorang atau suatu golongan,Paham dan pandangan hidup
PUBERTAS,benda,8,masa akil balig; masa remaja,Masa peralihan menuju dewasa
BERONTAK,aksi,8,memberontak,Melawan kekuasaan menindas
INSENTIF,benda,8,"tambahan penghasilan (uang, barang, dan sebagainya) yang diberikan untuk meningkatkan gair",Bonus pendorong semangat kerja
STRIPTIS,benda,8,tarian (biasanya oleh wanita) dengan gerakan merangsang yang secara berangsur-angsur menan,Tarian buka pakaian
TENTAKEL,benda,8,"alat yang menyerupai tangan, berfungsi sebagai peraba atau perangkap, terdapat pada sebagi",Lengan peraba gurita
MILENIUM,benda,8,masa atau jangka waktu seribu tahun; alaf,Jangka seribu tahun
KHALIFAH,benda,8,penguasa; pengelola,Pemimpin umat Islam
MAHARAJA,benda,8,raja besar,Penguasa agung sebuah imperium
SELUNCUR,benda,8,olahraga di atas es dengan cara berjalan atau meluncur dengan menggunakan sepatu berpisau,Olahraga sepatu es
PROSESOR,benda,8,peranti dalam pengomputeran yang dapat mengerjakan operasi aritmetika dan logika; pemroses,Otak pengolah komputer
MILIGRAM,benda,8,"satuan ukuran berat massa sama dengan 0,001 g (disingkat mg)",Satuan berat amat kecil
SUPLEMEN,benda,8,(sesuatu) yang ditambahkan untuk melengkapi; tambahan,Tambahan untuk melengkapi
MONOPOLI,benda,8,hak tunggal untuk berusaha (membuat dan sebagainya),Penguasaan pasar tunggal
SOSIALIS,benda,8,"orang, golongan, negara yang menganut paham sosialisme; penganut sosialisme",Penganut kepemilikan bersama
EKSPANSI,benda,8,pemuaian (khususnya gas dan uap),Perluasan wilayah atau usaha
MENTIMUN,benda,8,"tumbuhan yang menjalar, bentuk buahnya bulat panjang, berwarna hijau, hijau muda, atau kun",Sayuran hijau untuk lalapan
FOTOKOPI,benda,8,hasil reproduksi (penggandaan) fotografis terhadap barang cetakan (tulisan),Salinan dokumen dari mesin
PATOLOGI,benda,8,ilmu tentang penyakit,Kajian mengenai penyakit
PROPORSI,benda,8,bagian,Perimbangan ukuran antarbagian
REPARASI,benda,8,perbaikan atas kerusakan; perbaikan,Perbaikan barang rusak
PORSELEN,benda,8,tembikar,Keramik halus mengilap
SENGKETA,benda,8,pertikaian; perselisihan,Pertikaian antara dua pihak
RADIATOR,benda,8,alat pendingin mesin (mobil),Pendingin mesin kendaraan
PROMOTOR,benda,8,guru besar yang memimpin dan mengarahkan orang yang akan mencapai gelar doktor,Penyelenggara pertandingan atau acara
MASKULIN,benda,8,jenis laki-laki,Bersifat kejantanan pria
VISIONER,benda,8,orang yang memiliki pandangan atau wawasan ke masa depan,Berpandangan jauh ke depan
BIOGRAFI,benda,8,riwayat hidup (seseorang) yang ditulis oleh orang lain,Kisah hidup seorang tokoh
SEMBELIT,benda,8,kantong atau pundi-pundi yang dibelitkan di pinggang,Susah buang air besar
KELERENG,benda,8,biji buah lerak,Bola kaca mainan anak
NEPTUNUS,benda,8,planet ke-8 matahari,Planet kedelapan dari matahari
LEUKEMIA,benda,8,penyakit akut atau menahun karena adanya satu tipe leukosit tidak matang yang berkembang b,Kanker sel darah putih
INTERKOM,benda,8,"sistem peralatan komunikasi antarruang (dalam gedung perkantoran, perusahaan, dan sebagain",Alat komunikasi antarruang
SELUBUNG,benda,8,"kain dan sebagainya penutup kepala (tubuh, muka, dan sebagainya)",Kain penutup tubuh
PERFORMA,benda,8,penampilan,Tingkat penampilan kerja
DISTORSI,benda,8,hal terkilir (kaki dan sebagainya),Penyimpangan bentuk atau suara
AKTIVASI,benda,8,proses membuat aktif,Proses menghidupkan fungsi
BELULANG,benda,8,kulit (binatang) yang dikeringkan dengan tidak disamak,Kulit hewan yang dikeringkan
SPIRITUS,benda,8,"zat cair yang mengandung alkohol, mudah menguap dan terbakar",Cairan alkohol mudah terbakar
PRABAYAR,benda,8,pembayaran atas dasar suatu transaksi yang dilaksanakan sebelum pembayar mendapatkan hak m,Diisi dulu sebelum dipakai
KOMEDIAN,benda,8,pelawak; pemain komedi,Pemain lawak penghibur
SERENDAH,benda,8,pohon pisang yang berbatang pendek (tidak dapat tinggi),Tidak lebih tinggi daripada
DEPOSISI,benda,8,"pembentukan kumpulan materi seperti sedimentasi, pergerakan, penyulutan secara elektrik, d",Proses pengendapan materi
DESERTIR,benda,8,orang dan sebagainya yang melakukan desersi (lari meninggalkan dinas ketentaraan atau memb,Tentara kabur dari tugas
KROMOSOM,benda,8,"benda mikroskopis berbentuk tongkat yang berada dalam sel organisme, mengandung gen yang b",Pembawa gen dalam sel
DEODORAN,benda,8,zat atau cairan untuk menghilangkan bau kurang sedap pada ketiak yang disebabkan keringat,Penghilang bau badan
KONVERSI,benda,8,perubahan dari satu sistem pengetahuan ke sistem yang lain,Perubahan ke bentuk lain
ASPIRASI,benda,8,ilham yang timbul dalam mencipta,Cita-cita atau harapan
MONOGAMI,benda,8,sistem yang hanya memperbolehkan seorang laki-laki mempunyai satu istri pada jangka waktu,Perkawinan satu pasangan saja
APOTEKER,benda,8,ahli dalam ilmu obat-obatan; orang yang berwenang membuat obat untuk dijual,Ahli peracik obat
PAVILIUN,benda,8,rumah (bangunan) tambahan di samping rumah induk,Bangunan tambahan samping rumah
MAKARONI,benda,8,"makanan dasar yang dibuat dari tepung terigu, berbentuk buluh pita, yang diolah menjadi be",Pasta tabung dari terigu
BALERINA,benda,8,pebalet perempuan,Penari balet perempuan
REGISTER,benda,8,rangkaian listrik untuk menyimpan data dalam bentuk sandi biner,Buku pencatatan resmi
HOROSKOP,benda,8,peta bintang kelahiran seseorang yang memperlihatkan posisi bintang-bintang tersebut,Ramalan berdasarkan bintang
INISIASI,benda,8,"upacara atau ujian yang harus dijalani orang yang akan menjadi anggota suatu perkumpulan,",Upacara penerimaan anggota baru
AQUARIUS,benda,8,Akuarius,Zodiak lambang pembawa air
AFILIASI,benda,8,pertalian sebagai anggota atau cabang; perhubungan,Hubungan keanggotaan organisasi
REVOLVER,benda,8,senjata api genggam; pistol,Pistol bersilinder putar
GARNISUN,benda,8,tempat kedudukan tentara,Markas kedudukan tentara
SANITASI,benda,8,"usaha untuk membina dan menciptakan suatu keadaan yang baik di bidang kesehatan, terutama",Upaya menjaga kebersihan
ROBOTIKA,benda,8,ilmu tentang mesin robot,Ilmu mesin otomatis
DINAMIKA,benda,8,gerak (dari dalam); tenaga yang menggerakkan; semangat,Tenaga penggerak dan semangat
KOPERASI,benda,8,perserikatan yang bertujuan memenuhi keperluan para anggotanya dengan cara menjual barang,Usaha bersama gotong royong
KOMPOSER,benda,8,komponis,Penggubah lagu dan musik
GENOSIDA,benda,8,pembunuhan besar-besaran secara berencana terhadap suatu bangsa atau ras,Pembantaian massal satu bangsa
OBESITAS,benda,8,penumpukan lemak yang berlebihan di dalam badan; kegemukan yang berlebih,Kegemukan berlebih pada tubuh
SWALAYAN,benda,8,toko dengan sistem pelayanan mandiri,Toko ambil barang sendiri
TEKTONIK,benda,8,ilmu tentang mekanisme dan pergerakan lapisan bumi,Pergerakan lapisan kerak bumi
INSTANSI,benda,8,tingkatan (pengadilan),Badan atau kantor pemerintah
DEMENSIA,benda,8,kemerosotan semua kegiatan pikiran karena kerusakan atau penyakit pada otak,Kemunduran ingatan dan pikiran
PANKREAS,benda,8,kelenjar ludah perut,Kelenjar penghasil insulin tubuh
TERMINUS,benda,8,stasiun awal dan akhir pada suatu jalur kereta,Titik akhir jalur kereta
KARTUNIS,benda,8,ahli menggambar kartun,Pembuat gambar jenaka
PARABOLA,benda,8,antena televisi berbentuk bundar seperti piring cekung yang dapat menangkap siaran jarak j,Antena piring penangkap siaran
HIPNOSIS,benda,8,"keadaan seperti tidur karena sugesti, yang pada taraf permulaan orang itu berada di bawah",Tidur sadar akibat sugesti
SYARIKAT,benda,8,sekutu; perhimpunan; perkumpulan; serikat,Persekutuan atau perhimpunan
INTERVAL,benda,8,perbedaan ketinggian antara dua nada; jangka nada,Selang jarak atau waktu
RELOKASI,benda,8,pemindahan tempat,Perpindahan ke tempat baru
POLIGRAF,benda,8,alat untuk mengukur bentuk reaksi yang bersamaan,Alat pendeteksi kebohongan
SINGGUNG,aksi,8,menyinggung,Menyentuh perasaan seseorang
RANGKING,benda,8,keranjang bertutup,Urutan peringkat prestasi
RESEPTOR,benda,8,ujung saraf yang peka terhadap rangsangan pancaindra; penerima,Saraf penerima rangsangan indra
EKSTENSI,benda,8,perluasan,Perluasan atau perpanjangan
KHALAYAK,benda,8,orang banyak; masyarakat,Orang banyak masyarakat umum
KOSAKATA,benda,8,perbendaharaan kata,Perbendaharaan istilah suatu bahasa
PROPULSI,benda,8,pendorong; penggerak,Tenaga pendorong penggerak mesin
INKUBASI,benda,8,penetasan telur (dengan pengeraman atau pemanasan buatan),Proses pengeraman telur
TONGKANG,benda,8,perahu yang agak besar (untuk mengangkut barang dan sebagainya),Perahu besar pengangkut muatan
KASMARAN,aksi,8,mabuk berahi; jatuh cinta,Sedang mabuk jatuh cinta
PUJANGGA,benda,8,ahli pikir; ahli sastra; bujangga,Pengarang sastra bijaksana
SINOPSIS,benda,8,ringkasan cerita yang berisi cuplikan seluruh adegan sehingga membentuk tema cerita,Ringkasan singkat sebuah cerita
AKSESORI,benda,8,barang tambahan; alat ekstra,Barang pelengkap tambahan
SAKRAMEN,benda,8,upacara resmi dan suci untuk memuji dan menerima rahmat Tuhan melalui tanda dan sarana dal,Upacara suci keagamaan Kristen
KALKULUS,benda,8,endapan tidak normal garam-garam mineral di dalam organ tubuh,Cabang matematika hitung lanjut
PSIKOSIS,benda,8,kelainan jiwa yang disertai dengan disintegrasi kepribadian dan gangguan kontak dengan ken,Gangguan kejiwaan berat
KORUPTOR,benda,8,orang yang melakukan korupsi; orang yang menyelewengkan (menggelapkan) uang negara (perusa,Penggelap uang negara
FLAMINGO,benda,8,"burung yang hidup di daerah tropis (di Afrika dan Amerika Selatan), berkaki dan berleher p",Burung merah muda jangkung
KELABANG,benda,8,lipan,Hewan berkaki banyak menyengat
UTILITAS,benda,8,faedah; kegunaan; manfaat,Kegunaan atau daya guna
COMBLANG,benda,8,muncikari; jaruman,Perantara mempertemukan jodoh
SAUDAGAR,benda,8,orang yang memperdagangkan sesuatu dalam jumlah besar; pedagang besar,Pedagang berskala besar
BRAHMANA,benda,8,pandita agama Hindu,Kasta pendeta Hindu
SUNGKAWA,benda,8,rasa kehilangan akibat kematian orang yang dicintai,Duka atas kematian
REGULASI,benda,8,pengaturan,Aturan resmi pemerintah
POTASIUM,benda,8,kalium,Unsur logam alkali
AMPUTASI,benda,8,"pemotongan (anggota badan), terutama kaki dan/atau tangan, untuk menyelamatkan jiwa seseor",Pemotongan anggota tubuh
LENGKUNG,benda,8,bunyi berdengkung-dengkung seperti bunyi besi dipalu,Bentuk seperti busur
ESTETIKA,benda,8,kepekaan terhadap seni dan keindahan,Ilmu tentang keindahan
KAMIKAZE,benda,8,angin yang datang mendadak yang menyelamatkan bangsa Jepang dalam suatu peperangan antara,Serangan bunuh diri Jepang
KETUMBAR,benda,8,"buah ketumbar, sebesar merica tetapi lebih lunak, baunya agak wangi",Rempah biji kecil wangi
JEJARING,benda,8,jaring-jaring; jaringan (komunikasi),Sistem hubungan saling terhubung
BRIGADIR,aksi,8,"kelompok pangkat bintara dalam kepolisian di bawah bintara tinggi, satu tingkat di atas ta",Pangkat bintara kepolisian
DISORDER,benda,8,keadaan yang tidak sesuai dengan tatanan (aturan keadaan) yang umum,Kekacauan tanpa keteraturan
HISTERIA,benda,8,gangguan pada gerak-gerik jiwa dan rasa dengan gejala luapan emosi yang sering tidak terke,Luapan emosi tak terkendali
KLITORIS,benda,8,daging atau gumpal jaringan kecil yang terdapat pada ujung atas lubang kemaluan perempuan;,Bagian sensitif kelamin wanita
TELUNJUK,benda,8,jari tangan antara jari tengah dan ibu jari yang biasa digunakan untuk menunjuk,Jari kedua sesudah jempol
BULDOSER,benda,8,"traktor beroda rantai yang dilengkapi alat untuk meratakan tanah, menumbangkan pohon besar",Alat berat perata tanah
SEMINARI,benda,8,lembaga pendidikan bagi calon pastor,Sekolah calon pastor
JAMBATAN,benda,8,jembatan; titian,Titian penyeberangan sungai
NAUTILUS,benda,8,"moluska yang memiliki tentakel hingga 90 buah, diameter 3--30 cm, cangkang berwarna gelap",Moluska bercangkang spiral
TESTIKEL,benda,8,buah pelir; buah zakar,Kelenjar kelamin laki-laki
ESTIMASI,benda,8,perkiraan,Taksiran nilai kira-kira
VIBRATOR,benda,8,penggetar,Alat penghasil vibrasi
SINETRON,benda,8,"film yang dibuat khusus untuk penayangan di media elektronik, seperti televisi",Drama serial televisi
MUSLIMIN,benda,8,laki-laki muslim,Kaum lelaki pemeluk Islam
TEMBIKAR,benda,8,"pecahan (pinggan, periuk, dan sebagainya); beling; tembereng",Barang gerabah tanah liat
PANTOMIM,benda,8,pertunjukan drama tanpa kata-kata yang dimainkan dengan gerak dan ekspresi wajah (biasanya,Seni gerak tanpa suara
SEMANGGI,benda,8,"tumbuhan menjalar, daunnya berbentuk empat bulatan di atas satu tangkai, daunnya dapat dim",Tanaman berdaun empat helai
CECUNGUK,benda,8,lipas,Serangga dapur pemakan sisa
FRUKTOSA,benda,8,karbohidrat,Gula alami pada buah
BEGUNDAL,benda,8,kaki tangan penjahat dan sebagainya,Anak buah penjahat
DOMINION,benda,8,"negara yang merdeka dan berpemerintahan sendiri, tetapi menjadi anggota persemakmuran nega",Negara anggota persemakmuran
VEGETASI,benda,8,kehidupan (dunia) tumbuh-tumbuhan atau (dunia) tanam-tanaman,Kumpulan tumbuhan suatu wilayah
PLASENTA,benda,8,organ berbentuk cakram yang menghubungkan janin dengan dinding rahim yang menjadi jalan pe,Ari-ari pemberi nutrisi janin
RENGGANG,aksi,8,merenggang,Berjarak tidak rapat
PRESEDEN,benda,8,hal yang telah terjadi lebih dahulu dan dapat dipakai sebagai contoh,Contoh kejadian terdahulu
PENDULUM,benda,8,bandul yang bergantung pada seutas tali (rantai dan sebagainya) atau gantungan yang relati,Bandul jam berayun
AROGANSI,benda,8,kesombongan; keangkuhan,Sikap sombong dan angkuh
KOMPOSIT,benda,8,gabungan; campuran,Bahan gabungan campuran
APARATUR,benda,8,"perangkat, alat (negara, pemerintah); para pegawai (negeri)",Perangkat pegawai negara
PERKAMEN,benda,8,"alat tulis pengganti kertas yang dibuat dari kulit binatang (seperti biri-biri, kambing, k",Kulit hewan pengganti kertas
RAJAWALI,benda,8,burung pemangsa berukuran besar dengan lebar sayap mencapai 3 meter dan membulat di ujung,Burung pemangsa bersayap lebar
DIALISIS,benda,8,pemisah zat dalam larutan,Proses cuci darah ginjal
ONDERDIL,benda,8,suku cadang,Suku cadang kendaraan
SINTESIS,benda,8,penentuan hukum yang umum berdasarkan hukum yang khusus,Penggabungan menjadi kesatuan
EKSPOSUR,benda,8,pemajanan,Tingkat keterpaparan risiko
LINGUINI,benda,8,"pasta yang ukurannya lebih besar dari spageti dan pipih seperti kwetiau, tapi lebih kecil",Pasta pipih ala Italia
DEKRIPSI,benda,8,proses dekode data dari bentuk yang sudah dienkripsi agar data dapat dibaca dan digunakan,Membuka data tersandi
PATUNGAN,aksi,8,"bersama-sama membeli, menyewa, dan sebagainya; bersama-sama mengumpulkan uang untuk suatu",Mengumpulkan uang bersama
TELEGRAF,benda,8,pesawat untuk mengirim berita cepat ke tempat yang jauh (dengan kawat dan kekuatan listrik,Pengirim pesan lewat kawat
SEMANTIK,benda,8,ilmu tentang makna kata dan kalimat; pengetahuan mengenai seluk-beluk dan pergeseran arti,Ilmu makna kata
KECAMBAH,benda,8,tumbuhan kecil yang baru tumbuh dari biji kacang-kacangan yang disemaikan,Tunas muda dari biji
PERISKOP,benda,8,"teropong yang dilengkapi cermin dan lensa, seperti yang dipasang pada kapal selam",Teropong kapal selam
BOHEMIAN,benda,8,orang yang hidup bebas seperti kebanyakan seniman; orang yang hidup mengembara dan tidak t,Orang berjiwa bebas
ESTROGEN,benda,8,"hormon kelamin yang dihasilkan terutama oleh indung telur dan berfungsi, antara lain, untu",Hormon kelamin wanita
MEDIATOR,benda,8,"perantara (penghubung, penengah)",Penengah dua pihak
SEMPADAN,benda,8,"tanda batas (seperti pancang, garis)",Tanda batas wilayah
DRAMAWAN,benda,8,pemain drama,Pemain seni peran
MILIUNER,benda,8,orang kaya raya (yang hartanya berjuta-juta); jutawan; hartawan,Orang sangat kaya
ORTOPEDI,benda,8,"ilmu tentang penyembuhan tulang, persendian, dan sebagainya yang tidak lurus atau salah be",Cabang kedokteran tulang
DRAINASE,benda,8,pengatusan,Saluran pembuangan air
SERINGAI,benda,8,kernyih atau gerenyot muka atau mulut (untuk mengejek atau menunjukkan rasa tidak suka dan,Kernyit muka mengejek
DONGKRAK,benda,8,alat untuk mengumpil atau menaikkan (mobil dan sebagainya),Alat pengangkat mobil
ALIGATOR,benda,8,"reptil besar yang hidup di dekat air, memiliki kulit tebal bersisik, rahang kuat, ekor pan",Reptil buas mirip buaya
KLASEMEN,benda,8,"penentuan ke dalam kelas (golongan, tingkatan); pengelasan",Daftar peringkat pertandingan
MERIDIAN,benda,8,"lingkaran khayal pada permukaan bumi, dibuat pada peta dan bola dunia sebanyak 180 buah de",Garis bujur bumi
PROTEKSI,benda,8,"pelindungan (dalam perdagangan, industri, dan sebagainya)",Perlindungan dari ancaman
STIMULUS,benda,8,perangsang organisme (bagian tubuh atau reseptor lain) untuk menjadi aktif,Rangsangan pemicu reaksi
KONTINUM,benda,8,rangkaian,Kesinambungan tanpa putus
ISTIADAT,benda,8,adat; kebiasaan,Kebiasaan turun-temurun
PARTITUR,benda,8,bentuk tertulis atau tercetak pada komposisi musik,Lembaran notasi musik
VALIDASI,benda,8,pengesahan,Proses pengesahan data
PRAKTISI,benda,8,pelaksana,Pelaku bidang profesi
TRIWULAN,benda,8,tiga bulan; satu kuartal,Periode tiga bulan
PAPARAZI,benda,8,juru foto bayaran yang memburu para selebritas,Pemburu foto selebritas
MAGISTER,benda,8,gelar akademis pada tingkat strata dua sebelum gelar doktor,Gelar akademis S2
PERANCAH,benda,8,bambu (papan dan sebagainya) yang menjadi tumpuan ketika suatu bangunan (rumah dan sebagai,Rangka penyangga bangunan
SEMBOYAN,benda,8,kata atau perkataan rahasia yang dipakai sebagai alamat untuk mengetahui (mengenal) kawan,Moto atau slogan penyemangat
PARTISAN,benda,8,"pengikut partai, golongan, atau paham tertentu",Pendukung fanatik golongan
ONKOLOGI,benda,8,"ilmu tentang tumor (penyebab, pertumbuhan, sifat, dan pengobatannya)",Ilmu tentang kanker
HARAKIRI,benda,8,"bentuk bunuh diri yang seremonial di Jepang, yang dilakukan dengan menyobek perut dengan p",Ritual bunuh diri Jepang
KECEBONG,benda,8,larva binatang amfibi (katak dan sebagainya) yang hidup di air dan bernapas dengan insang,Bakal katak di air
SWASTIKA,benda,8,simbol yang digunakan partai Nazi di Jerman,Lambang khas rezim Nazi
ASPERGER,benda,8,penderita autisme dengan spektrum lebih luas atau gejalanya lebih ringan,Autisme dengan gejala ringan
RETORIKA,benda,8,keterampilan berbahasa secara efektif,Seni berbicara meyakinkan
DIAGONAL,benda,8,garis diagonal,Garis penghubung dua sudut
KALANDAR,benda,8,pendeta yang meminta-minta sedekah; pendeta pengemis; pendeta fakir,Pendeta peminta sedekah
POLANTAS,benda,8,polisi lalu lintas,Aparat pengatur kendaraan jalan
DISENTRI,benda,8,radang selaput lendir usus besar dengan gejala utama berupa berak-berak bercampur lendir,Penyakit berak berlendir
IMUNITAS,benda,8,keimunan; kekebalan,Daya tahan tubuh
DUKACITA,benda,8,kesedihan (hati); kesusahan (hati),Perasaan sedih mendalam
STIMULAN,benda,8,sesuatu yang menjadi cambuk bagi peningkatan prestasi atau semangat bekerja (belajar dan s,Perangsang penambah semangat
OSILATOR,benda,8,alat yang menghasilkan osilasi listrik (seperti generator berfrekuensi radio),Alat pembangkit getaran listrik
TUTORIAL,benda,8,pengajaran tambahan melalui tutor,Panduan belajar bertahap
PREDIKAT,benda,8,"nama, gelar kehormatan, dan sebagainya (yang dikenakan pada)",Gelar atau sebutan kehormatan
AUDIENSI,benda,8,kunjungan kehormatan,Kunjungan resmi menghadap pejabat
KLARINET,benda,8,"alat musik tiup dengan lidah-lidah tunggal yang dapat bergetar, dibuat dari kayu atau loga",Alat musik tiup kayu
TENGGANG,benda,8,sama bagiannya,Batas waktu yang diberi
ENDORFIN,benda,8,zat penekan rasa sakit yang dikeluarkan oleh otak apabila saraf tertentu dirangsang dengan,Hormon pereda rasa sakit
NINJUTSU,benda,8,seni bela diri dan strategi di medan perang serta gerilya yang dilakukan oleh ninja,Bela diri siluman Jepang
VERTEBRA,benda,8,ruas tulang belakang,Ruas tulang punggung
DUALITAS,benda,8,keadaan menjadi rangkap dua atau memiliki sifat rangkap dua,Sifat rangkap yang ganda
KORELASI,benda,8,hubungan timbal balik atau sebab-akibat,Hubungan saling terkait
PANORAMA,benda,8,pemandangan alam yang bebas dan luas,Bentangan pemandangan alam luas
PRESTISE,benda,8,wibawa (perbawa) yang berkenaan dengan prestasi atau kemampuan seseorang,Wibawa karena pencapaian
TRINITAS,benda,8,"tritunggal, keesaan dari tiga bentuk ketuhanan (Bapa, Putra, dan Roh Kudus)",Kesatuan tiga pribadi ilahi
PANITERA,benda,8,perusahaan pihak ketiga yang melakukan audit independen terhadap sistem mutu perusahaan,Juru tulis pengadilan
TAMBORIN,benda,8,alat musik jenis rebana dengan atau tanpa hiasan kerincing logam di sekitar bingkainya,Rebana kecil berkerincing logam
CERPELAI,benda,8,garangan,Mamalia kecil pemangsa ular
EPIDURAL,benda,8,"anestesi lokal yang disuntikkan di rongga antara duramater dan sumsum tulang belakang, bia",Bius suntik tulang belakang
HARMONIK,benda,8,salah satu deret bunyi yang masing-masing merupakan kelipatan bulat dari frekuensi dasar;,Kelipatan nada frekuensi dasar
MODELING,benda,8,"hal menjadi (gadis, pria) model",Profesi memperagakan busana
LITIGASI,benda,8,segala sesuatu yang berkaitan dengan penyelesaian perkara,Penyelesaian perkara di pengadilan
IMPORTIR,benda,8,orang atau serikat dagang (perusahaan) yang memasukkan barang-barang dari luar negeri; pen,Pedagang pemasok barang asing
KUITANSI,benda,8,surat bukti penerimaan uang,Tanda terima pembayaran
ANAKANDA,benda,8,kata sapaan kepada anak,Sapaan santun bagi keturunan
KONEKTOR,benda,8,alat untuk menyambung hantaran listrik,Alat penyambung kabel listrik
AMBIGRAM,benda,8,"kata atau simbol yang dirancang agar dapat dibaca dalam berbagai arah atau sudut pandang,",Tulisan terbaca dua arah
TIRAMISU,benda,8,"makanan penutup khas Italia berupa kue yang terbuat dari biskuit, keju, dan kopi dengan ta",Kue kopi khas Italia
PERSUASI,benda,8,karangan yang bertujuan membuktikan pendapat,Ajakan meyakinkan orang lain
NEUROSIS,benda,8,"gangguan psikologis fungsional tanpa disertai gejala akibat dari konflik emosional, sepert",Gangguan jiwa ringan
KONDUKSI,benda,8,hantaran dari bagian benda ke bagian benda lain atau dari satu benda ke benda lain tanpa p,Hantaran panas antar benda
