word,kelas,panjang,definisi,clue
NEPOTISME,benda,9,perilaku yang memperlihatkan kesukaan yang berlebihan kepada kerabat dekat,
VASEKTOMI,benda,9,operasi untuk memandulkan kaum pria dengan cara memotong saluran sperma atau saluran mani,
BALAIRUNG,benda,9,balai atau pendopo besar tempat raja dihadap rakyatnya (di Yogyakarta dan Surakarta disebu,
TESTIMONI,benda,9,pengakuan,
ORDONANSI,benda,9,peraturan pemerintah; surat pemerintah; peraturan kerajaan,
UNIFIKASI,benda,9,hal menyatukan; penyatuan; hal menjadikan seragam,
PRASYARAT,benda,9,"syarat yang harus dipenuhi sebelum melakukan, mengikuti, atau memasuki pendidikan atau ses",
PETROLEUM,benda,9,"zat cair berminyak yang dapat terbakar, mengandung aspal dengan warna yang bermacam-macam,",
TENGKURAP,aksi,9,telungkup,
DASAWARSA,benda,9,sepuluh tahun,
BUDDHISME,benda,9,"ajaran yang dikembangkan oleh Sidharta Gautama yang, antara lain, mengajarkan bahwa keseng",
SEDIAKALA,benda,9,yang semula; yang sudah-sudah; (keadaan) yang dulu-dulu,
TRIMESTER,benda,9,periode tiga bulan; triwulan,
KAHYANGAN,benda,9,kayangan,
WIRANIAGA,benda,9,orang yang melakukan penjualan barang secara langsung kepada konsumen (pembeli); pedagang,
AKROBATIK,benda,9,pertunjukan hebat dan mengagumkan berkenaan dengan ketangkasan,
KLOROFORM,benda,9,cairan yang mudah menguap yang mengandung bau eter yang digunakan sebagai pelarut atau pem,
SEKONGKOL,aksi,9,bersekongkol,
ANOREKSIA,benda,9,kehilangan selera makan; nirselera,
KONSTANTA,benda,9,tetapan,
STETOSKOP,benda,9,alat yang digunakan oleh dokter untuk mendengarkan bunyi kerja alat tubuh dalam rongga dad,
BAROMETER,benda,9,"tolok ukur; ukuran (baik, buruk, dan sebagainya)",
KAMERAWAN,benda,9,orang yang kerjanya menggunakan kamera untuk merekam gambar (objek) film atau televisi,
KOMPILASI,benda,9,"kumpulan yang tersusun secara teratur (tentang daftar informasi, karangan dan sebagainya)",
KUESIONER,benda,9,"alat riset atau survei yang terdiri atas serangkaian pertanyaan tertulis, bertujuan mendap",
VALIDITAS,benda,9,"sifat benar menurut bahan bukti yang ada, logika berpikir, atau kekuatan hukum; sifat vali",
HOMOFOBIA,benda,9,fobia terhadap sesama jenis,
ILUSIONIS,benda,9,tukang sulap,
OBSTRUKSI,benda,9,penghambatan yang dilakukan oleh golongan politik tertentu untuk menghalangi diterimanya s,
PURBAKALA,benda,9,zaman dahulu sekali; zaman kuno; dahulu kala,
KONVERTER,benda,9,peranti yang mengubah sinyal listrik atau data komputer dari satu bentuk ke bentuk lainnya,
BIMASAKTI,benda,9,galaksi tempat Bumi berada yang tampak seperti lajur cahaya di langit,
HIPOFISIS,benda,9,"kelenjar kecil di sebelah bawah otak yang mengeluarkan getah, menghasilkan bermacam-macam",
SIMPOSIUM,benda,9,"kumpulan pendapat tentang sesuatu, terutama yang dihimpun dan diterbitkan",
BADMINTON,benda,9,bulu tangkis,
IMPOTENSI,benda,9,perihal lemah syahwat,
TROMBOSIT,benda,9,"keping-keping darah, mempunyai bentuk yang tidak teratur dan tidak mempunyai inti",
KARIKATUR,benda,9,"gambar olok-olok yang mengandung pesan, sindiran, dan sebagainya",
EKSEKUTOR,benda,9,orang yang melakukan eksekusi,
MOBILITAS,benda,9,gerakan berpindah-pindah,
ILUSIONIS,benda,9,tukang sulap,
OBSTRUKSI,benda,9,penghambatan yang dilakukan oleh golongan politik tertentu untuk menghalangi diterimanya s,
PURBAKALA,benda,9,zaman dahulu sekali; zaman kuno; dahulu kala,
KONVERTER,benda,9,peranti yang mengubah sinyal listrik atau data komputer dari satu bentuk ke bentuk lainnya,
BIMASAKTI,benda,9,galaksi tempat Bumi berada yang tampak seperti lajur cahaya di langit,
HIPOFISIS,benda,9,"kelenjar kecil di sebelah bawah otak yang mengeluarkan getah, menghasilkan bermacam-macam ",
SIMPOSIUM,benda,9,"kumpulan pendapat tentang sesuatu, terutama yang dihimpun dan diterbitkan",
BADMINTON,benda,9,bulu tangkis,
IMPOTENSI,benda,9,perihal lemah syahwat,
TROMBOSIT,benda,9,"keping-keping darah, mempunyai bentuk yang tidak teratur dan tidak mempunyai inti",
KARIKATUR,benda,9,"gambar olok-olok yang mengandung pesan, sindiran, dan sebagainya",
EKSEKUTOR,benda,9,orang yang melakukan eksekusi,
MOBILITAS,benda,9,gerakan berpindah-pindah,
