word,kelas,panjang,definisi,clue
ORGAN,benda,5,alat musik yang nadanya dihasilkan melalui dawai elektronik,Alat musik bertuts elektronik
MAFIA,benda,5,perkumpulan rahasia yang bergerak di bidang kejahatan (kriminal),Sindikat kejahatan terorganisir
KARUN,benda,5,tidak sah (tentang pemerolehan atau pendapatan),Harta terpendam tersembunyi
ROKET,benda,5,peluru berbentuk silinder yang digerakkan dengan reaksi motor dan dapat bekerja di luar at,Peluncur ke luar angkasa
NAFSU,benda,5,panas hati; marah; meradang,Dorongan hasrat kuat
SAINS,benda,5,ilmu pengetahuan pada umumnya,Ilmu pengetahuan alam
LUTUT,benda,5,(bagian kaki) pertemuan antara paha dan betis yang menjadi tempat sendi agar kaki bisa dil,Sendi penekuk kaki
MEGAN,benda,5,penganan semacam kue dodol,Penganan manis mirip dodol
RUBAH,benda,5,"mamalia karnivor terkecil dari kelompok anjing, bermoncong panjang",Mamalia licik mirip anjing
GOSIP,benda,5,obrolan tentang orang-orang lain; cerita negatif tentang seseorang; pergunjingan,Obrolan miring soal orang
BEBEK,benda,5,itik domestikasi,Unggas air berparuh pipih
PIALA,benda,5,"cawan berkaki dibuat dari emas, perak, dan sebagainya dipakai sebagai tempat minum raja-ra",Cawan penghargaan sang juara
MORAL,benda,5,ajaran kesusilaan yang dapat ditarik dari suatu cerita,Pesan baik sebuah cerita
KAMIS,benda,5,hari ke-5 dalam jangka waktu satu minggu,Hari setelah Rabu
CELAH,benda,5,sela antara dua benda,Ruang sempit di antara
TENDA,benda,5,kemah,Naungan kain para pendaki
JUBAH,benda,5,"baju panjang (sampai di bawah lutut), berlengan panjang, seperti yang dipakai oleh orang A",Busana panjang berlengan lebar
KOBOI,benda,5,penggembala sapi yang menaiki kuda (di Amerika),Penggembala sapi Amerika
DETAK,benda,5,"tiruan bunyi detik, tetapi lebih berat, tiruan bunyi debar jantung yang memukul keras",Bunyi debar jantung
KABIN,benda,5,kamar di dalam kapal,Kamar kecil dalam kapal
MOTIF,benda,5,pola; corak,Corak hiasan kain
SALIB,benda,5,dua batang kayu yang bersilang,Lambang umat Nasrani
JIMAT,benda,5,azimat,Benda bertuah penangkal bahaya
HAPUS,aksi,5,diampuni,Menghilangkan coretan pensil
UTANG,benda,5,uang yang dipinjam dari orang lain,Pinjaman belum dilunasi
NYALI,benda,5,empedu,Keberanian menghadapi bahaya
ALBUM,benda,5,buku yang berisi antologi,Buku koleksi foto
KABUT,benda,5,awan lembap yang melayang di dekat permukaan tanah,Uap tebal menghalangi pandangan
REKOR,benda,5,jumlah terbanyak,Catatan prestasi tertinggi
ABANG,benda,5,kata sapaan istri kepada suami,Sapaan mesra untuk suami
BALON,benda,5,pelacur,Karet ditiup mengembang
GITAR,benda,5,"alat musik dengan bahan dari kayu seperti biola, berleher panjang, berdawai enam atau lebi",Alat musik petik senar
SKALA,benda,5,perbandingan ukuran besarnya gambar dan sebagainya dengan keadaan yang sebenarnya,Perbandingan ukuran pada peta
INTEL,benda,5,intelijen,Mata-mata penyelidik rahasia
TELUK,aksi,5,berteluk,Laut menjorok ke darat
SIAGA,aksi,5,siap sedia,Selalu siap hadapi bahaya
LATIN,benda,5,"orang yang lahir atau tinggal di Amerika Latin, misalnya Brasil atau Meksiko",Aksara yang kita pakai
BERAS,benda,5,"biji-bijian; butir-butiran (seperti jagung, kopi)",Bulir putih calon nasi
JAMUR,benda,5,"jenis tumbuhan yang tidak berdaun dan tidak berbuah, berkembang biak dengan spora, biasany",Cendawan tumbuh tempat lembap
ARENA,benda,5,gelanggang,Lapangan tempat bertanding
NOVEL,benda,5,karangan prosa yang panjang mengandung rangkaian cerita kehidupan seseorang dengan orang d,Karangan cerita fiksi panjang
MITOS,benda,5,cerita tentang dewa-dewa dan pahlawan pada masa lalu yang memiliki tafsir dan makna tentan,Cerita kuno tentang dewa
KUTUB,benda,5,ujung baterai,Ujung utara selatan bumi
BIKSU,benda,5,pendeta atau petapa pria (Buddha),Rahib pemeluk Buddha
BUBUK,aksi,5,rebus,Serbuk halus kopi
BONUS,benda,5,"halaman atau artikel tambahan (pada majalah, koran)",Tambahan imbalan istimewa
KAWIN,aksi,5,bersetubuh,Menjadi suami istri
SURYA,benda,5,matahari,Bintang penerang siang hari
LASER,benda,5,"pembangkit cahaya produk sains dan teknologi modern, yang dapat menghasilkan cahaya yang m",Sinar terpusat sangat kuat
KASUR,benda,5,"alas tidur yang terbuat dari kain atau plastik, berisi kapuk, karet busa, dan sebagainya",Alas empuk untuk tidur
BATUK,aksi,5,mengeluarkan bunyi yang keras seperti menyalak yang disebabkan oleh penyakit pada jalan pe,Dorongan udara dari tenggorokan
TOPIK,benda,5,subjek yang dibahas dalam sebuah teks,Pokok bahasan diskusi
SEGEL,benda,5,tera; cap; meterai,Cap penutup resmi
KATAK,benda,5,"binatang amfibi pemakan serangga yang hidup di air tawar atau di daratan, berkulit licin,",Amfibi pelompat di kolam
SELAM,benda,5,Islam,Turun ke dasar laut
KUDUS,benda,5,"kabupaten di Provinsi Jawa Tengah, terkenal dengan sebutan Kota Kretek",Suci dan disucikan
KAWAT,benda,5,telegram,Untaian logam tipis lentur
BOCOR,aksi,5,mengeluarkan darah,Air merembes dari lubang
BANCI,benda,5,cacah jiwa; perhitungan penduduk; sensus,Pria berdandan seperti wanita
RADAR,benda,5,pengamatan; incaran,Pelacak posisi lewat gelombang
CATUR,benda,5,dialog,Permainan papan raja pion
MASSA,benda,5,ukuran kuantitatif sifat kelembaman (inersia) benda,Banyaknya materi dalam benda
BUNTU,aksi,5,"tertutup (tidak dapat terus tentang pintu, jalan, pipa, dan sebagainya); tertutup salah sa",Jalan tertutup tanpa terusan
SULAP,benda,5,silap mata,Trik ajaib mengecoh mata
BUAYA,benda,5,penjahat,Reptil buas di sungai
KUBAH,benda,5,lengkung (atap),Atap melengkung masjid
POMPA,benda,5,alat atau mesin untuk memindahkan atau menaikkan cairan atau gas dengan cara mengisap dan,Alat pemindah air bertekanan
LAPOR,aksi,5,beri tahu,Memberi tahu pihak berwenang
NINJA,benda,5,pembunuh gelap yang berpakaian serba hitam dengan muka berkedok yang melakukan aksinya sec,Pembunuh berpakaian serba hitam
JUDUL,benda,5,"kepala karangan (cerita, drama, dan sebagainya); tajuk",Nama sebuah buku cerita
JANDA,benda,5,wanita yang tidak bersuami lagi karena bercerai ataupun karena ditinggal mati suaminya,Wanita ditinggal mati suami
ISLAM,benda,5,agama yang diajarkan oleh Nabi Muhammad saw. yang berpedoman pada kitab suci Al-Qur'an yan,Agama berkitab Alquran
KEDAI,benda,5,"bangunan tempat berjualan (makanan, minuman dan sebagainya); warung",Tempat kecil menjual makanan
MARET,benda,5,bulan ke-3 tarikh Masehi (31 hari),Bulan setelah Februari
TEROR,benda,5,"usaha menciptakan ketakutan, kengerian, dan kekejaman oleh seseorang atau golongan",Ancaman penyebar ketakutan
GERAK,benda,5,"dorongan (batin, perasaan, dan sebagainya)",Perpindahan posisi suatu benda
PEDAS,benda,5,rasa seperti rasa cabai (merica dan sebagainya),Rasa panas dari cabai
PARUH,benda,5,"moncong atau mulut (burung, ayam, itik); cotok",Mulut keras seekor burung
ROMAN,benda,5,rupa muka; wajah,Raut air muka
INDUK,benda,5,inti; pati; bibit; biang,Ibu bagi anak hewan
JOKER,benda,5,kartu dalam kartu remi yang dapat berfungsi sebagai kartu bebas (menggantikan kartu lain),Kartu bebas dalam remi
TATAP,aksi,5,menatap,Memandang lekat tanpa kedip
ARSIP,benda,5,tempat penyimpanan berkas (program atau data) sebagai cadangan,Simpanan berkas cadangan
JERUK,benda,5,"buah jeruk, isinya beberapa ulas, rasanya asam dan ada pula yang manis",Buah asam kaya vitamin
MACAN,benda,5,harimau (lazim digunakan di Jawa),Kucing besar belang buas
LAHAN,benda,5,lagu (yang baik),Bidang tanah garapan
ARWAH,benda,5,semangat,Roh orang yang wafat
OBJEK,benda,5,hal atau benda yang menjadi sasaran usaha sambilan,Sasaran pengamatan suatu penelitian
OPSIR,benda,5,perwira (pangkat dalam kemiliteran),Pangkat perwira tentara
JASAD,benda,5,bagian terbatas dari zat,Raga tanpa nyawa
ILUSI,benda,5,sesuatu yang hanya dalam angan-angan; khayalan,Bayangan semu menipu mata
MALAS,benda,5,(ikan) betutu,Enggan melakukan apa pun
BUBAR,aksi,5,"ditiadakan (tentang perserikatan, kongsi, dan sebagainya)",Kerumunan berpencar pulang
SEMUT,benda,5,sesuatu yang tidak berarti,Serangga kecil pekerja koloni
LEKAS,aksi,5,melekas,Segera dan cepat
KELAK,benda,5,jenis tekukur,Suatu saat nanti
TURKI,benda,5,bahasa yang dituturkan di Turki,Negeri beribu kota Ankara
WISKI,benda,5,minuman keras dengan alkohol berkadar tinggi,Minuman keras beralkohol tinggi
BINGO,benda,5,permainan keberuntungan menggunakan kartu yang memiliki kotak-kotak bernomor sesuai dengan,Permainan angka keberuntungan
LABEL,benda,5,etiket; merek dagang,Keterangan tempel pada produk
CETAK,benda,5,cap (terutama yang dipakai untuk membuat buku dan sebagainya),Membuat salinan di kertas
BIARA,benda,5,rumah (asrama) tempat para petapa (rubiah dan sebagainya),Rumah tinggal para rahib
DOSIS,benda,5,"takaran obat untuk sekali pakai (dimakan, diminum, disuntikkan, dan sebagainya) dalam jang",Takaran obat sekali minum
STUDI,benda,5,penelitian ilmiah; kajian; telaahan,Penelaahan mendalam suatu ilmu
VODKA,benda,5,minuman keras (arak) Rusia,Arak bening asal Rusia
KOMIK,benda,5,"cerita bergambar (dalam majalah, surat kabar, atau berbentuk buku) yang umumnya mudah dice",Kisah bergambar dalam buku
TOKOH,benda,5,tipu; kecoh,Orang terkemuka berpengaruh
ANTIK,benda,5,"batu kecil seberat sekitar 0,5 kg yang diikat pada jaring sebagai pemberat",Barang kuno bernilai tinggi
HUMOR,benda,5,sesuatu yang lucu,Lelucon pemancing tawa
KAPAK,benda,5,kepak; sayap,Perkakas pembelah kayu
KARAN,benda,5,pertumbuhan tulang yang tidak normal pada vagina,Tulang tumbuh tidak normal
CAKAR,benda,5,penggaruk; kukur,Kuku tajam elang
GAGAK,benda,5,"burung yang berbulu hitam, bentuk badannya besar, pemakan bangkai, dan suaranya keras",Burung hitam pemakan bangkai
SABUN,benda,5,"bahan yang dapat berbuih, digunakan untuk mandi, mencuci pakaian, piring, dan sebagainya,",Pembersih berbuih saat mandi
PANDA,benda,5,"mamalia mirip beruang dengan warna khas hitam pada mata, telinga, lengan, dan kaki serta p",Beruang hitam putih bambu
ORBIT,benda,5,jalan yang dilalui elektron ketika bergerak mengelilingi inti atom,Lintasan planet mengelilingi matahari
PIATU,benda,5,orang yang tidak beribu-bapak,Anak tanpa orang tua
BENIH,benda,5,keturunan; turunan; asal,Bakal calon tumbuhan baru
KUBUR,benda,5,tempat pemakaman jenazah; makam,Liang peristirahatan terakhir
KOREK,benda,5,gerek,Pemantik api rokok
ANGSA,benda,5,soang,Unggas berleher panjang
TOMAT,benda,5,buah tomat,Buah merah untuk sambal
SUMUR,benda,5,"sumber air buatan, dengan cara menggali tanah; perigi",Lubang galian sumber air
CERIA,benda,5,perkataan tertentu (seperti mantra) yang dibacakan ketika penobatan raja,Riang penuh gembira
KASET,benda,5,wadah tertutup untuk menyimpan film atau bahan yang peka cahaya,Wadah pita rekaman
MEREK,benda,5,kegagahan; keunggulan; kualitas,Nama dagang sebuah produk
DELTA,benda,5,nama huruf ke-4 abjad Yunani,Endapan di muara sungai
LETAK,benda,5,kedudukan; keadaan,Posisi suatu benda
RUTIN,benda,5,prosedur yang teratur dan tidak berubah-ubah,Kegiatan berulang teratur
MAKNA,benda,5,arti,Maksud sebuah kata
PANEL,benda,5,potongan bahan dari jenis atau warna yang berbeda yang disisipkan pada pakaian,Papan berisi tombol kendali
SIKAT,aksi,5,rampas,Alat penggosok gigi
WAJIB,aksi,5,sudah semestinya; harus,Mesti dilakukan tanpa kecuali
SANDI,benda,5,rahasia; kode,Kode rahasia tersembunyi
SOSIS,benda,5,daging cincang yang dibumbui dikemas dalam selaput sehingga berbentuk silinder panjang,Daging olahan bentuk silinder
SOSOK,benda,5,bayangan badan,Bayangan bentuk tubuh
REKAM,benda,5,alur-alur bunyi (suara) pada piringan hitam,Simpan suara ke media
CUKUR,aksi,5,potong (tentang rambut dan sebagainya),Pangkas rambut kepala
OPERA,benda,5,bentuk drama panggung yang seluruhnya atau sebagian dinyanyikan dengan iringan orkes atau,Drama nyanyian panggung
WUJUD,benda,5,adanya sesuatu,Rupa yang nyata
TUPAI,benda,5,"mamalia bermoncong panjang dan runcing, tubuhnya ramping dengan ekor yang panjang dan lemb",Pemanjat berekor lebat
PASTA,benda,5,zat perekat yang lengket,Bahan rekat kental
BUSUR,benda,5,hak milik atas tanah perkebunan kopi (di Jawa Timur),Senjata pelontar panah
KARGO,benda,5,"muatan barang yang diangkut dengan kapal laut, pesawat udara, atau pengangkut lain",Muatan alat angkut
LEMON,benda,5,jenis limau,Buah asam kuning
LOMBA,benda,5,"adu kecepatan (berlari, berenang, dan sebagainya)",Adu cepat berhadiah
FIKSI,benda,5,"cerita rekaan (roman, novel, dan sebagainya)",Kisah bukan nyata
POLIS,benda,5,surat perjanjian antara orang yang ikut asuransi dan perusahaan asuransi,Bukti ikut asuransi
PIPIS,aksi,5,kencing,Buang air kecil
TIRAI,benda,5,kain pemisah ruangan (yang tergantung),Kain penutup jendela
ASYIK,benda,5,orang yang menetapkan renungan dan pandangan rohaninya kepada Allah Swt. karena didorong o,Sedang seru-serunya
DONAT,benda,5,"penganan, dibuat dari tepung terigu, mentega, gula, dan sebagainya berbentuk bundaran yang",Kue bolong tengah
KLAIM,benda,5,pernyataan tentang suatu fakta atau kebenaran sesuatu,Tuntutan ganti rugi
BENUA,benda,5,negeri; kerajaan,Daratan sangat luas
REUNI,benda,5,"pertemuan kembali (bekas teman sekolah, kawan seperjuangan, dan sebagainya) setelah berpis",Kumpul teman lama
TURIS,aksi,5,menuris,Pelancong dari mancanegara
UDANG,benda,5,"krustasea yang memiliki panjang mencapai 25 cm untuk beberapa jenis (biasanya 2 cm), memil",Krustasea bengkok punggung
AKSEN,benda,5,tekanan,Gaya bicara daerah
BALAP,benda,5,pacuan,Adu kecepatan kendaraan
KADAL,benda,5,"binatang kecil melata berkaki empat dan berekor, tubuhnya bersisik berkilat, berwarna hija",Reptil kecil melata
EMBER,benda,5,"tempat air berbentuk silinder (terbuat dari plastik, seng, dan sebagainya) dipakai untuk m",Wadah air bergagang
PANEN,aksi,5,beroleh keuntungan atau rezeki (dengan mudah),Untung besar mendadak
TUSUK,aksi,5,teknik jahit; jahitan,Tancapkan benda tajam
SERUM,benda,5,serangan umum,Cairan perawatan kulit
LAPIS,benda,5,susun; bagian,Susunan kue bertingkat
ROMPI,benda,5,baju luar yang tidak berlengan,Jaket tanpa lengan
SENAT,benda,5,dewan pengajar di perguruan tinggi,Dewan wakil terpilih
SIPIR,benda,5,penjaga penjara,Penjaga sel tahanan
PELUK,benda,5,depa (untuk ukuran besar),Rangkul penuh sayang
EMANG,benda,5,paman,Adik laki-laki ayah
PAHIT,benda,5,minuman keras; jenewer,Rasa lawan manis
BAKER,benda,5,nyeri kepala sebelah; migrain,Sakit kepala sebelah
BILIK,benda,5,ruangan kecil yang tersekat; kamar,Ruang kecil tersekat
DAMAR,benda,5,kemiri,Getah pohon untuk obor
POKER,benda,5,permainan kartu sejenis judi,Judi kartu taruhan
PIJAT,aksi,5,urut; pijit,Urut badan pegal
GIGIT,aksi,5,jepit dengan gigi,Serang pakai taring
ATLET,benda,5,"olahragawan, terutama yang mengikuti perlombaan atau pertandingan (kekuatan, ketangkasan,",Olahragawan penuh prestasi
AMBER,benda,5,barang harum berasal dari perut ikan laut atau dari sebangsa damar,Batu fosil kekuningan
TUKAR,aksi,5,bertukar; berganti,Ganti dengan lain
SELAI,benda,5,bubur dari buah-buahan yang dimasak dengan gula sampai kental (biasanya dioleskan pada rot,Olesan manis roti
ALIAS,benda,5,nama samaran,Julukan bukan asli
KILAT,benda,5,yang sangat cepat,Cahaya petir menyambar
SUTRA,benda,5,benang halus dan lembut yang berasal dari kepompong ulat sutra,Kain halus dari ulat
CABUT,aksi,5,mencabut,Tarik keluar akar
BARON,benda,5,gelar bangsawan di Eropa,Gelar ningrat Eropa
DINAS,aksi,5,"bertugas, bekerja (dalam jawatan pemerintah)",Bertugas kantor pemerintah
PAMER,aksi,5,menunjukkan (mendemonstrasikan) sesuatu yang dimiliki kepada orang lain dengan maksud memp,Unjuk barang mewah
TETES,benda,5,benda cair (air dan sebagainya) yang jatuh menitik karena berat; titik,Setitik cairan jatuh
HENTI,benda,5,keadaan tanpa gerak; halangan; jeda,Tanda tak bergerak lagi
USKUP,benda,5,"rohaniwan yang sudah mendapat sakramen tahbisan ketiga, satu tingkat di atas imam, memilik",Pemimpin gereja tinggi
LOKER,benda,5,"lemari yang dilengkapi dengan kunci, biasanya untuk keperluan penyimpanan perseorangan",Lemari kunci pribadi
OMBAK,benda,5,gerakan air laut yang turun-naik atau bergulung-gulung,Gulungan air laut
RISET,benda,5,"penyelidikan (penelitian) suatu masalah secara bersistem, kritis, dan ilmiah untuk meningk",Penelitian ilmiah mendalam
TINTA,benda,5,"barang cair yang berwarna (hitam, merah, dan sebagainya) untuk menulis; dawat; mangsi",Cairan pena hitam
MEKAR,aksi,5,(mulai) timbul dan berkembang,Bunga mulai berkembang
GESER,aksi,5,tanpa diangkat,Pindah tanpa mengangkat
BALAI,benda,5,pekan,Gedung pertemuan warga
MUTAN,benda,5,makhluk hidup yang mengalami mutasi,Makhluk berubah genetik
NYALA,benda,5,cahaya yang keluar dari api (sesuatu yang terbakar),Kobaran api membakar
TUMOR,benda,5,bengkak sebagai akibat dari radang; tumbuh ganda,Benjolan akibat radang
SORAK,benda,5,suara teriak dan pekik (tanda gembira atau senang),Teriakan penuh semangat
DUKUN,benda,5,pemimpin upacara agama Hindu Tengger; pandita; sulinggih,Ahli mantra tradisional
IKLIM,benda,5,suasana; keadaan,Pola cuaca wilayah
LACAK,benda,5,permainan yang menggunakan batu domino,Mencari jejak hilang
KUMIS,benda,5,"bulu (rambut) yang tumbuh di atas bibir atas, biasanya hanya terdapat pada laki-laki; misa",Rambut di atas bibir
MISIL,benda,5,"benda (seperti batu, peluru, roket) yang dapat dilemparkan, dijatuhkan, didorong, ditembak",Roket kendali jarak jauh
TABIB,benda,5,dokter,Dokter pengobatan tradisional
SALON,benda,5,tempat pengeras suara (pada radio dan sebagainya),Tempat potong rambut
LIANG,benda,5,lubang kecil,Lubang sempit sarang
BUBUR,benda,5,barang yang rupanya sebagai bubur,Makanan lembek hangat
TEMPO,benda,5,kesempatan,Kecepatan irama lagu
KAPPA,benda,5,kapa,Huruf kesepuluh abjad Yunani
PASAL,benda,5,sebab; lantaran,Ayat dalam undang-undang
MINAT,benda,5,kecenderungan hati yang tinggi terhadap sesuatu; gairah; keinginan,Ketertarikan pada sesuatu
VENUS,benda,5,"dewi cinta dan kecantikan, lambang daya cipta yang menopang segala kehidupan bagi bangsa R",Planet kedua dari matahari
KOMET,benda,5,"benda angkasa yang beredar mengelilingi matahari, bercahaya seperti bintang, bagian tengah",Bintang berekor angkasa
BELAH,benda,5,sisi; pihak,Salah satu sisi
ALIBI,benda,5,bukti bahwa seseorang ada di tempat lain ketika peristiwa pidana terjadi (tidak berada di,Bukti tak di TKP
SALEM,benda,5,salmon,Ikan pink berlemak
MOGOK,aksi,5,tidak mau bekerja (berbuat) sebagaimana biasanya (tentang orang),Protes berhenti bekerja
KASIM,benda,5,laki-laki yang telah dikebiri; orang kasim,Pengawal harem yang dikebiri
KURIR,benda,5,utusan yang menyampaikan sesuatu yang penting dengan cepat,Pengantar paket cepat
SADIS,benda,5,orang yang sadis,Kejam tanpa ampun
TENIS,benda,5,permainan yang menggunakan bola (sebesar kepalan) sebagai benda yang dipukul dan raket seb,Olahraga raket bola kecil
DUNGU,benda,5,tungku peleburan timah dan tembaga,Bodoh tidak paham
BURUH,benda,5,orang yang bekerja untuk orang lain dengan mendapat upah; pekerja,Pekerja pabrik upahan
TERAS,benda,5,bagian kayu yang keras; inti kayu,Ruang depan rumah terbuka
WADAH,benda,5,tempat berhimpun; perhimpunan,Tempat menampung sesuatu
IDEAL,benda,5,subhimpunan gelanggang yang terdiri atas hasil kali unsur dalam subhimpunan dengan tiap un,Kondisi paling sempurna
KOMPI,benda,5,"bagian dari batalion, terdiri atas 150�200 orang, dipimpin oleh seorang berpangkat kapten",Satuan pasukan tentara
CAPAI,aksi,5,raih,Berhasil sampai tujuan
SEMAK,benda,5,seemak; seibu,Rimbunan tanaman liar
TELER,aksi,5,"berkicau terus-menerus dalam jangka waktu tertentu, biasanya disertai dengan menggeleng-ge",Mabuk pusing sempoyongan
ZOMBI,benda,5,mayat hidup,Mayat berjalan mengerikan
SERAM,benda,5,"pulau besar yang terletak di Maluku Tengah, Provinsi Maluku",Bikin bulu kuduk berdiri
BIDIK,aksi,5,arahkan (pistol dan sebagainya) ke sasaran; incar,Arahkan ke sasaran tepat
POPOK,aksi,5,memopok,Pembungkus bokong bayi
ANTON,benda,5,topeng yang bentuknya menyeramkan,Penutup muka menyeramkan
SEKOP,benda,5,gambar daun hitam di kartu remi,Alat menggali tanah
HOROR,benda,5,sesuatu yang menimbulkan perasaan ngeri atau takut yang amat sangat,Genre film menakutkan
GARPU,benda,5,"sendok yang bentuk ujungnya seperti jari-jari tangan, runcing, dan tajam untuk mencocok da",Alat makan bercabang
IMPAS,aksi,5,"sama besar pendapatan dengan modal, tanpa laba; pulang pokok",Untung rugi nol
KARMA,benda,5,hukum sebab-akibat,Balasan atas perbuatan
INDRA,benda,5,raja,Alat perasa tubuh
EDISI,benda,5,bentuk buku yang diterbitkan,Versi terbitan tertentu
GULAT,benda,5,olahraga bela diri dengan cara merangkul dan menjatuhkan lawan atau mengimpitnya,Rangkul jatuhkan lawan
RAWAT,aksi,5,pelihara; urus; jaga,Jaga dan pelihara
BASIS,benda,5,asas; dasar,Fondasi dasar utama
IRAMA,benda,5,ukuran waktu atau tempo,Ketukan musik teratur
START,aksi,5,memulai (melakukan sesuatu),Aba-aba mulai lomba
BALET,benda,5,"tari yang melukiskan suatu kisah (drama), boleh ditarikan oleh seseorang atau oleh kelompo",Tari ujung jari kaki
KEMAH,benda,5,"tempat tinggal darurat, biasanya berupa tenda yang ujungnya hampir menyentuh tanah dibuat",Tenda tempat menginap
UNSUR,benda,5,kelompok kecil (dari kelompok yang lebih besar),Bagian kecil pembentuk
PARIT,benda,5,ranjau darat,Selokan sempit memanjang
PANCI,benda,5,"alat masak, terbuat dari logam (aluminium, baja, dan sebagainya), bertelinga pada kedua si",Alat masak bertelinga
KOLOM,benda,5,bagian khusus yang utama dalam surat kabar atau majalah,Bagian khusus koran
TOLAK,aksi,5,sorong; dorong,Dorong menjauh sesuatu
KAFIR,benda,5,orang yang ingkar,Orang tak beriman
LUSIN,benda,5,satuan jumlah sama dengan 12 buah,Jumlah dua belas item
INJIL,benda,5,kitab suci yang diturunkan kepada Nabi Isa,Kitab suci umat Nasrani
ALTAR,benda,5,meja tempat kurban misa,Meja suci ibadah
BOLOS,aksi,5,tidak masuk bekerja (sekolah dan sebagainya),Kabur dari sekolah
ENYAH,aksi,5,pergi; lari,Perintah kasar pergi
TANTE,benda,5,kata sapaan kepada wanita yang agak tua,Sapaan untuk bibi
POJOK,benda,5,"tempat yang jauh atau yang tidak mudah kelihatan (didatangi, dihubungi, dan sebagainya)",Sudut ruangan tersembunyi
CERAI,aksi,5,pisah,Putus ikatan pernikahan
LENSA,benda,5,"kaca bulat melengkung (seperti kaca pembesar, kaca potret)",Kaca cembung pembesar
ASPEK,benda,5,tanda,Sisi tinjauan suatu hal
ORDER,benda,5,pesanan,Pesanan barang belanja
METRO,benda,5,jaringan jalan kereta api di bawah tanah,Kereta bawah tanah kota
ARANG,benda,5,mulut,Sisa kayu bakar hitam
CATAT,aksi,5,tulisan sesuatu (dalam kertas dan sebagainya),Tulis agar tak lupa
SKEMA,benda,5,garis besar; denah,Garis besar rencana
LIRIK,aksi,5,melirik,Lihat sekilas menyamping
BIOLA,benda,5,"alat musik gesek, kecil, berlekuk di bagian tengahnya, bertali empat, bersuara melengking",Alat gesek empat senar
KIPAS,benda,5,"baling-baling pada pesawat (kapal, mobil, dan sebagainya)",Alat pengibas angin
REBUT,aksi,5,"rampas, ambil dengan paksa (barang orang)",Ambil paksa dari orang
MALIK,benda,5,raja,Penguasa tertinggi kerajaan
REBUS,benda,5,permainan menebak kata yang disamarkan dalam bentuk gambar atau simbol,Masak pakai air mendidih
CITRA,benda,5,rupa; gambar; gambaran,Reputasi di mata orang
DENDA,benda,5,"hukuman yang berupa keharusan membayar dalam bentuk uang (karena melanggar aturan, undang-",Bayar karena melanggar aturan
NORMA,benda,5,"aturan, ukuran, atau kaidah yang dipakai sebagai tolok ukur untuk menilai atau memperbandi",Aturan tak tertulis
SEDIA,aksi,5,sudah; telah,Siap sebelum dibutuhkan
MURKA,aksi,5,sangat marah,Marah besar meledak
PECAT,aksi,5,memecat,Keluarkan dari pekerjaan
LOTUS,benda,5,teratai; seroja,Bunga air mengambang
TUNDA,aksi,5,menunda,Geser ke lain waktu
PLAZA,benda,5,alun-alun di kota,Lapangan terbuka tengah kota
NYERI,benda,5,pengalaman fisik dan emosional yang diakibatkan karena luka pada jaringan,Rasa sakit menusuk
WATER,benda,5,ulat sagu; kidu,Ulat gemuk pohon sagu
MINUS,benda,5,jumlah yang kurang dari 0,Kurang dari nol
TITAN,benda,5,"satelit milik Saturnus dengan periode orbit 15 hari 22 jam, merupakan satelit terbesar ked",Raksasa mitologi Yunani
ETIKA,benda,5,ilmu tentang apa yang baik dan apa yang buruk dan tentang hak dan kewajiban moral (akhlak),Ilmu tata krama moral
LUBUK,benda,5,berlekuk dalam; jeluk,Bagian dalam sungai
KODOK,benda,5,katak,Amfibi pandai melompat
KASIR,benda,5,pemegang kas (uang); orang yang bertugas menerima dan membayarkan uang,Penerima bayaran di toko
MODAL,benda,5,barang yang digunakan sebagai dasar atau bekal untuk bekerja (berjuang dan sebagainya),Dana awal memulai usaha
SUGAR,aksi,5,menyugar,Merapikan rambut dengan jari
BARAK,benda,5,kandang kambing,Asrama para tentara
RAHIM,benda,5,"kantong selaput dalam perut, tempat janin (bayi); peranakan; kandungan",Tempat janin tumbuh
POKOK,benda,5,harga pembelian,Harga beli awal
RUSUK,benda,5,tepi; pinggir,Tulang sisi dada
UNION,benda,5,kesatuan; keadaan satu; perkumpulan,Perserikatan bersatu padu
SIPUT,benda,5,"binatang moluska, kulitnya berbentuk spiral, banyak macamnya, hidup di darat, di laut, dan",Moluska bercangkang lambat
BUNDA,benda,5,ibunda,Panggilan lembut untuk ibu
DONOR,benda,5,penderma; pemberi sumbangan,Pemberi sumbangan sukarela
BETON,benda,5,biji buah nangka,Bahan cor bangunan keras
JAMAL,benda,5,keelokan; keindahan,Keindahan rupa memesona
WAFAT,aksi,5,"meninggal dunia (biasanya untuk raja, orang-orang besar ternama)",Berpulang menghadap Sang Pencipta
SUBUH,benda,5,waktu antara terbit fajar dan menjelang terbit matahari; waktu subuh,Waktu salat fajar
ANGUS,benda,5,"sapi yang warna kulitnya hitam, tidak berpunuk dan bertanduk, pertama kali dikembangkan di",Gosong terbakar habis
SENJA,benda,5,waktu (hari) setengah gelap sesudah matahari terbenam,Langit jingga sore hari
WARIS,benda,5,bahasa yang dituturkan suku Waris,Harta peninggalan mendiang
BALOK,benda,5,barang yang menyerupai bentuk balok,Batang kayu persegi panjang
FOSIL,benda,5,sisa tulang belulang binatang atau sisa tumbuhan zaman purba yang telah membatu dan tertan,Sisa purba membatu
